,ccaa_iso,fecha,casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida,ccaa_nombre,ocio,compra,parques,transporte,trabajo,residencial,reuniones,host_int,host_ext,aforo_comercial,ocio_nocturno,Pob,Sup,Densidad
3425,ES-CL,2020-07-29,77,77,0,0,0,Castilla y León,-6.0,4.0,93.0,-8.0,-27.0,0.0,25,0.75,0.75,0.75,0.33,2399548.0,93874.95,25.561110818168213
3426,ES-CM,2020-07-29,52,52,0,0,0,Castilla - La Mancha,-12.0,-4.0,32.0,-28.0,-29.0,4.0,25,0.75,1.0,0.75,0.75,2032863.0,79406.77,25.600625740097474
3427,ES-CN,2020-07-29,6,6,0,0,0,Canarias,-24.0,-15.0,-3.0,-29.0,-34.0,7.0,25,0.7,1.0,0.75,0.7,2153389.0,7445.1,289.2357389423916
3428,ES-CT,2020-07-29,1065,1061,0,4,0,Cataluña,-16.0,-4.0,50.0,-34.0,-36.0,8.0,25,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.0359415803333
3429,ES-EX,2020-07-29,17,17,0,0,0,Extremadura,-16.0,-6.0,27.0,-9.0,-27.0,3.0,25,0.8,0.9,0.75,0.7,1067710.0,41635.33,25.64432658513815
3430,ES-GA,2020-07-29,21,21,0,0,0,Galicia,-9.0,4.0,150.0,-11.0,-27.0,2.0,25,0.75,0.8,0.75,0.0,2699499.0,29576.44,91.27193806962569
3431,ES-IB,2020-07-29,55,55,0,0,0,Illes Balears,5.0,6.0,173.0,5.0,-22.0,3.0,25,0.75,1.0,0.75,0.75,1149460.0,4991.71,230.2737939503697
3432,ES-MC,2020-07-29,90,90,0,0,0,Murcia,-15.0,-4.0,58.0,-16.0,-26.0,2.0,25,0.75,0.75,0.75,0.75,1493898.0,11313.87,132.04129091106756
3433,ES-MD,2020-07-29,501,501,0,0,0,Comunidad de Madrid,-28.0,-17.0,-1.0,-44.0,-43.0,9.0,25,0.8,1.0,0.75,0.4,6663394.0,8021.6,830.6814101924803
3434,ES-ML,2020-07-29,1,1,0,0,0,Melilla,-5.0,-4.0,39.0,-17.0,-31.0,4.0,25,0.75,1.0,0.75,0.75,86487.0,14.24,6073.525280898876
3435,ES-NC,2020-07-29,61,61,0,0,0,Comunidad Foral de Navarra,-12.0,-2.0,62.0,-40.0,-32.0,5.0,25,0.75,1.0,0.75,0.75,654214.0,9801.01,66.74965131144647
3436,ES-PV,2020-07-29,201,201,0,0,0,País Vasco,-13.0,-4.0,71.0,-22.0,-32.0,3.0,25,1.0,1.0,1.0,0.6,2207776.0,7091.91,311.30908316659406
3437,ES-RI,2020-07-29,3,3,0,0,0,La Rioja,-7.0,1.0,46.0,-10.0,-26.0,1.0,25,1.0,1.0,1.0,0.75,316798.0,5027.69,63.0106470367107
3438,ES-VC,2020-07-29,257,257,0,0,0,Comunitat Valenciana,-5.0,0.0,93.0,-28.0,-28.0,3.0,25,0.75,1.0,0.75,0.33,5003769.0,23261.91,215.10568134774832
3439,ES-AN,2020-07-30,207,207,0,0,0,Andalucía,-7.0,-5.0,45.0,-27.0,-30.0,3.0,25,0.75,1.0,0.75,0.5,8414240.0,87588.45,96.06563422460381
3440,ES-AR,2020-07-30,499,494,0,0,5,Aragón,-24.0,-10.0,41.0,-40.0,-33.0,6.0,25,0.75,1.0,0.75,0.75,1319291.0,47698.07,27.6592113685103
3441,ES-AS,2020-07-30,11,11,0,0,0,Principado de Asturias,-5.0,0.0,229.0,-23.0,-28.0,1.0,25,1.0,1.0,0.5,0.5,1022800.0,10597.42,96.51405719505314
3442,ES-CB,2020-07-30,26,26,0,0,0,Cantabria,21.0,30.0,390.0,11.0,-27.0,2.0,25,0.75,0.75,0.75,0.33,581078.0,5261.12,110.44758530503012
3443,ES-CE,2020-07-30,0,0,0,0,0,Ceuta,-7.0,-5.0,-7.0,-11.183673469387756,-29.0,1.0,25,0.75,0.75,0.75,0.33,84777.0,19.87,4266.582788122798
3444,ES-CL,2020-07-30,76,74,0,2,0,Castilla y León,-6.0,5.0,73.0,-12.0,-28.0,1.0,25,0.75,0.75,0.75,0.33,2399548.0,93874.95,25.561110818168213
3445,ES-CM,2020-07-30,41,41,0,0,0,Castilla - La Mancha,-11.0,-3.0,27.0,-25.0,-30.0,4.0,25,0.75,1.0,0.75,0.75,2032863.0,79406.77,25.600625740097474
3446,ES-CN,2020-07-30,10,10,0,0,0,Canarias,-24.0,-14.0,-7.0,-29.0,-34.0,7.0,25,0.7,1.0,0.75,0.7,2153389.0,7445.1,289.2357389423916
3447,ES-CT,2020-07-30,1026,1020,0,6,0,Cataluña,-15.0,-4.0,43.0,-34.0,-37.0,8.0,25,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.0359415803333
3448,ES-EX,2020-07-30,20,20,0,0,0,Extremadura,-14.0,-5.0,27.0,-9.0,-27.0,3.0,25,0.8,0.9,0.75,0.7,1067710.0,41635.33,25.64432658513815
3449,ES-GA,2020-07-30,35,35,0,0,0,Galicia,-5.0,9.0,149.0,-11.0,-28.0,2.0,25,0.75,0.8,0.75,0.0,2699499.0,29576.44,91.27193806962569
3450,ES-IB,2020-07-30,76,76,0,0,0,Illes Balears,5.0,4.0,150.0,-1.0,-24.0,3.0,25,0.75,1.0,0.75,0.75,1149460.0,4991.71,230.2737939503697
3451,ES-MC,2020-07-30,63,63,0,0,0,Murcia,-15.0,-2.0,43.0,-20.0,-28.0,2.0,25,0.75,0.75,0.75,0.75,1493898.0,11313.87,132.04129091106756
3452,ES-MD,2020-07-30,548,548,0,0,0,Comunidad de Madrid,-30.0,-16.0,-11.0,-45.0,-44.0,8.0,25,0.8,1.0,0.75,0.4,6663394.0,8021.6,830.6814101924803
3453,ES-ML,2020-07-30,4,4,0,0,0,Melilla,-4.0,6.0,20.0,-25.0,-34.0,4.0,25,0.75,1.0,0.75,0.75,86487.0,14.24,6073.525280898876
3454,ES-NC,2020-07-30,52,52,0,0,0,Comunidad Foral de Navarra,-18.0,-2.0,40.0,-39.0,-34.0,5.0,25,0.75,1.0,0.75,0.75,654214.0,9801.01,66.74965131144647
3455,ES-PV,2020-07-30,143,143,0,0,0,País Vasco,-20.0,-2.0,53.0,-25.0,-34.0,0.0,25,1.0,1.0,1.0,0.6,2207776.0,7091.91,311.30908316659406
3456,ES-RI,2020-07-30,1,1,0,0,0,La Rioja,-7.0,5.0,33.0,-12.0,-28.0,3.0,25,1.0,1.0,1.0,0.75,316798.0,5027.69,63.0106470367107
3457,ES-VC,2020-07-30,228,228,0,0,0,Comunitat Valenciana,-5.0,-3.0,79.0,-28.0,-29.0,3.0,25,0.75,1.0,0.75,0.33,5003769.0,23261.91,215.10568134774832
3458,ES-AN,2020-07-31,256,256,0,0,0,Andalucía,-15.0,-7.0,37.0,-30.0,-29.0,4.0,25,0.75,1.0,0.75,0.5,8414240.0,87588.45,96.06563422460381
3459,ES-AR,2020-07-31,506,504,0,0,2,Aragón,-29.0,-12.0,42.0,-42.0,-32.0,5.0,25,0.75,1.0,0.75,0.75,1319291.0,47698.07,27.6592113685103
3460,ES-AS,2020-07-31,12,12,0,0,0,Principado de Asturias,-6.0,4.0,148.0,-21.0,-25.0,1.0,25,1.0,1.0,0.5,0.5,1022800.0,10597.42,96.51405719505314
3461,ES-CB,2020-07-31,16,16,0,0,0,Cantabria,25.0,40.0,295.0,10.0,-26.0,4.0,25,0.75,0.75,0.75,0.33,581078.0,5261.12,110.44758530503012
3462,ES-CE,2020-07-31,0,0,0,0,0,Ceuta,-55.0,-64.0,-5.0,-10.510204081632658,-60.0,1.5,25,0.75,0.75,0.75,0.33,84777.0,19.87,4266.582788122798
3463,ES-CL,2020-07-31,150,149,0,1,0,Castilla y León,-10.0,3.0,73.0,-9.0,-26.0,1.0,25,0.75,0.75,0.75,0.33,2399548.0,93874.95,25.561110818168213
3464,ES-CM,2020-07-31,69,69,0,0,0,Castilla - La Mancha,-15.0,-6.0,24.0,-27.0,-28.0,4.0,25,0.75,1.0,0.75,0.75,2032863.0,79406.77,25.600625740097474
3465,ES-CN,2020-07-31,15,15,0,0,0,Canarias,-27.0,-15.0,-10.0,-30.0,-34.0,8.0,25,0.7,1.0,0.75,0.7,2153389.0,7445.1,289.2357389423916
3466,ES-CT,2020-07-31,1137,1131,0,6,0,Cataluña,-20.0,-8.0,37.0,-35.0,-36.0,7.0,25,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.0359415803333
3467,ES-EX,2020-07-31,38,38,0,0,0,Extremadura,-18.0,-7.0,21.0,-10.0,-26.0,3.0,25,0.8,0.9,0.75,0.7,1067710.0,41635.33,25.64432658513815
3468,ES-GA,2020-07-31,38,38,0,0,0,Galicia,-9.0,8.0,81.0,-15.0,-27.0,3.0,25,0.75,0.8,0.75,0.0,2699499.0,29576.44,91.27193806962569
3469,ES-IB,2020-07-31,78,78,0,0,0,Illes Balears,1.0,6.0,122.0,6.0,-21.0,2.0,25,0.75,1.0,0.75,0.75,1149460.0,4991.71,230.2737939503697
3470,ES-MC,2020-07-31,54,54,0,0,0,Murcia,-22.0,-4.0,32.0,-25.0,-25.0,2.0,25,0.75,0.75,0.75,0.75,1493898.0,11313.87,132.04129091106756
3471,ES-MD,2020-07-31,703,703,0,0,0,Comunidad de Madrid,-40.0,-23.0,-19.0,-46.0,-43.0,7.0,25,0.8,1.0,0.75,0.4,6663394.0,8021.6,830.6814101924803
3472,ES-ML,2020-07-31,0,0,0,0,0,Melilla,-63.0,-76.0,-6.0,-38.0,-66.0,4.5,25,0.75,1.0,0.75,0.75,86487.0,14.24,6073.525280898876
3473,ES-NC,2020-07-31,72,72,0,0,0,Comunidad Foral de Navarra,-20.0,-1.0,41.0,-39.0,-34.0,4.0,25,0.75,1.0,0.75,0.75,654214.0,9801.01,66.74965131144647
3474,ES-PV,2020-07-31,183,183,0,0,0,País Vasco,-46.0,-65.0,61.0,-45.0,-65.0,8.0,25,1.0,1.0,1.0,0.6,2207776.0,7091.91,311.30908316659406
3475,ES-RI,2020-07-31,7,7,0,0,0,La Rioja,-9.0,5.0,42.0,-8.0,-27.0,1.0,25,1.0,1.0,1.0,0.75,316798.0,5027.69,63.0106470367107
3476,ES-VC,2020-07-31,218,218,0,0,0,Comunitat Valenciana,-12.0,-2.0,66.0,-30.0,-28.0,3.0,25,0.75,1.0,0.75,0.33,5003769.0,23261.91,215.10568134774832
3477,ES-AN,2020-08-01,231,231,0,0,0,Andalucía,-22.0,-8.0,37.0,-24.0,-4.0,-1.0,25,0.75,1.0,0.75,0.5,8414240.0,87588.45,96.06563422460381
3478,ES-AR,2020-08-01,842,836,0,0,6,Aragón,-36.0,-12.0,51.0,-44.0,-3.0,0.0,25,0.75,1.0,0.75,0.75,1319291.0,47698.07,27.6592113685103
3479,ES-AS,2020-08-01,17,17,0,0,0,Principado de Asturias,-18.0,5.0,72.0,-28.0,-3.0,2.0,25,1.0,1.0,0.5,0.5,1022800.0,10597.42,96.51405719505314
3480,ES-CB,2020-08-01,35,34,0,0,1,Cantabria,12.0,33.0,169.0,18.0,1.0,1.0,25,0.75,0.75,0.75,0.33,581078.0,5261.12,110.44758530503012
3481,ES-CE,2020-08-01,0,0,0,0,0,Ceuta,-27.0,-22.0,24.0,-9.836734693877553,-6.0,2.0,25,0.75,0.75,0.75,0.33,84777.0,19.87,4266.582788122798
3482,ES-CL,2020-08-01,91,91,0,0,0,Castilla y León,-12.0,3.0,65.0,6.0,1.0,-4.0,25,0.75,0.75,0.75,0.33,2399548.0,93874.95,25.561110818168213
3483,ES-CM,2020-08-01,56,56,0,0,0,Castilla - La Mancha,-14.0,-3.0,27.0,-11.0,0.0,-1.0,25,0.75,1.0,0.75,0.75,2032863.0,79406.77,25.600625740097474
3484,ES-CN,2020-08-01,30,30,0,0,0,Canarias,-31.0,-17.0,-3.0,-33.0,-20.0,4.0,25,0.7,1.0,0.75,0.7,2153389.0,7445.1,289.2357389423916
3485,ES-CT,2020-08-01,707,706,0,1,0,Cataluña,-29.0,-12.0,44.0,-32.0,-4.0,0.0,25,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.0359415803333
3486,ES-EX,2020-08-01,18,18,0,0,0,Extremadura,-18.0,-5.0,28.0,1.0,1.0,-1.0,25,0.8,0.9,0.75,0.7,1067710.0,41635.33,25.64432658513815
3487,ES-GA,2020-08-01,40,40,0,0,0,Galicia,-15.0,3.0,77.0,-1.0,-1.0,-2.0,25,0.75,0.8,0.75,0.0,2699499.0,29576.44,91.27193806962569
3488,ES-IB,2020-08-01,110,110,0,0,0,Illes Balears,-5.0,-1.0,120.0,31.0,8.0,-1.0,25,0.75,1.0,0.75,0.75,1149460.0,4991.71,230.2737939503697
3489,ES-MC,2020-08-01,80,80,0,0,0,Murcia,-33.0,-7.0,39.0,-22.0,-4.0,-1.0,25,0.75,0.75,0.75,0.75,1493898.0,11313.87,132.04129091106756
3490,ES-MD,2020-08-01,643,643,0,0,0,Comunidad de Madrid,-49.0,-28.0,-27.0,-45.0,2.0,-2.0,25,0.8,1.0,0.75,0.4,6663394.0,8021.6,830.6814101924803
3491,ES-ML,2020-08-01,8,8,0,0,0,Melilla,-36.0,-25.0,10.0,-32.0,-12.0,5.0,25,0.75,1.0,0.75,0.75,86487.0,14.24,6073.525280898876
3492,ES-NC,2020-08-01,88,88,0,0,0,Comunidad Foral de Navarra,-27.0,-2.0,43.0,-32.0,-2.0,0.0,25,0.75,1.0,0.75,0.75,654214.0,9801.01,66.74965131144647
3493,ES-PV,2020-08-01,216,216,0,0,0,País Vasco,-40.0,-14.0,-11.0,-37.0,-10.0,0.0,25,1.0,1.0,1.0,0.6,2207776.0,7091.91,311.30908316659406
3494,ES-RI,2020-08-01,3,3,0,0,0,La Rioja,-17.0,2.0,41.0,10.0,1.0,-3.0,25,1.0,1.0,1.0,0.75,316798.0,5027.69,63.0106470367107
3495,ES-VC,2020-08-01,239,239,0,0,0,Comunitat Valenciana,-21.0,-6.0,77.0,-30.0,-4.0,0.0,25,0.75,1.0,0.75,0.33,5003769.0,23261.91,215.10568134774832
3496,ES-AN,2020-08-02,209,209,0,0,0,Andalucía,-21.0,17.0,18.0,-30.0,6.0,-2.0,25,0.75,1.0,0.75,0.5,8414240.0,87588.45,96.06563422460381
3497,ES-AR,2020-08-02,443,439,0,0,4,Aragón,-34.0,-10.0,43.0,-42.0,1.0,-3.0,25,0.75,1.0,0.75,0.75,1319291.0,47698.07,27.6592113685103
3498,ES-AS,2020-08-02,11,11,0,0,0,Principado de Asturias,-9.0,11.0,84.0,-21.0,8.0,-1.0,25,1.0,1.0,0.5,0.5,1022800.0,10597.42,96.51405719505314
3499,ES-CB,2020-08-02,22,22,0,0,0,Cantabria,28.0,38.5,108.0,12.0,11.0,1.0,25,0.75,0.75,0.75,0.33,581078.0,5261.12,110.44758530503012
3500,ES-CE,2020-08-02,0,0,0,0,0,Ceuta,-14.0,-17.0,32.0,-9.163265306122454,5.0,2.5,25,0.75,0.75,0.75,0.33,84777.0,19.87,4266.582788122798
3501,ES-CL,2020-08-02,91,91,0,0,0,Castilla y León,-7.0,7.0,81.0,-3.0,8.0,-5.0,25,0.75,0.75,0.75,0.33,2399548.0,93874.95,25.561110818168213
3502,ES-CM,2020-08-02,58,58,0,0,0,Castilla - La Mancha,-15.0,0.5,31.0,-21.0,5.0,-2.0,25,0.75,1.0,0.75,0.75,2032863.0,79406.77,25.600625740097474
3503,ES-CN,2020-08-02,28,28,0,0,0,Canarias,-35.0,-23.0,0.0,-31.0,-18.0,2.0,25,0.7,1.0,0.75,0.7,2153389.0,7445.1,289.2357389423916
3504,ES-CT,2020-08-02,468,468,0,0,0,Cataluña,-31.0,0.0,35.0,-33.0,6.0,-1.0,25,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.0359415803333
3505,ES-EX,2020-08-02,20,20,0,0,0,Extremadura,-16.0,14.0,17.0,-14.0,5.0,-1.0,25,0.8,0.9,0.75,0.7,1067710.0,41635.33,25.64432658513815
3506,ES-GA,2020-08-02,28,28,0,0,0,Galicia,-13.0,12.0,89.0,-2.0,7.0,-3.0,25,0.75,0.8,0.75,0.0,2699499.0,29576.44,91.27193806962569
3507,ES-IB,2020-08-02,95,95,0,0,0,Illes Balears,-1.0,40.0,111.0,28.0,25.0,-3.0,25,0.75,1.0,0.75,0.75,1149460.0,4991.71,230.2737939503697
3508,ES-MC,2020-08-02,59,59,0,0,0,Murcia,-33.0,-2.5,18.0,-22.0,9.0,-2.0,25,0.75,0.75,0.75,0.75,1493898.0,11313.87,132.04129091106756
3509,ES-MD,2020-08-02,529,529,0,0,0,Comunidad de Madrid,-45.0,-25.0,-25.0,-48.0,16.0,-3.0,25,0.8,1.0,0.75,0.4,6663394.0,8021.6,830.6814101924803
3510,ES-ML,2020-08-02,4,4,0,0,0,Melilla,-13.0,-17.0,15.0,-26.0,12.0,5.5,25,0.75,1.0,0.75,0.75,86487.0,14.24,6073.525280898876
3511,ES-NC,2020-08-02,83,83,0,0,0,Comunidad Foral de Navarra,-20.0,-2.0,38.0,-32.0,8.0,-1.0,25,0.75,1.0,0.75,0.75,654214.0,9801.01,66.74965131144647
3512,ES-PV,2020-08-02,305,305,0,0,0,País Vasco,-36.0,-9.0,-14.0,-35.0,5.0,-2.0,25,1.0,1.0,1.0,0.6,2207776.0,7091.91,311.30908316659406
3513,ES-RI,2020-08-02,4,4,0,0,0,La Rioja,-9.0,8.0,33.0,12.0,9.0,-4.0,25,1.0,1.0,1.0,0.75,316798.0,5027.69,63.0106470367107
3514,ES-VC,2020-08-02,180,180,0,0,0,Comunitat Valenciana,-19.0,0.5,42.0,-32.0,11.0,-2.0,25,0.75,1.0,0.75,0.33,5003769.0,23261.91,215.10568134774832
3515,ES-AN,2020-08-03,254,254,0,0,0,Andalucía,-1.0,1.0,61.0,-24.0,-34.0,4.0,25,0.75,1.0,0.75,0.5,8414240.0,87588.45,96.06563422460381
3516,ES-AR,2020-08-03,453,446,0,0,7,Aragón,-12.0,4.0,103.0,-31.0,-39.0,4.0,25,0.75,1.0,0.75,0.75,1319291.0,47698.07,27.6592113685103
3517,ES-AS,2020-08-03,11,11,0,0,0,Principado de Asturias,11.0,17.0,230.0,-14.0,-28.0,0.0,25,1.0,1.0,0.5,0.5,1022800.0,10597.42,96.51405719505314
3518,ES-CB,2020-08-03,40,40,0,0,0,Cantabria,43.0,44.0,384.0,18.0,-26.0,2.0,25,0.75,0.75,0.75,0.33,581078.0,5261.12,110.44758530503012
3519,ES-CE,2020-08-03,0,0,0,0,0,Ceuta,-6.0,-6.0,20.0,-8.48979591836735,-36.0,3.0,25,0.75,0.75,0.75,0.33,84777.0,19.87,4266.582788122798
3520,ES-CL,2020-08-03,114,114,0,0,0,Castilla y León,11.0,19.0,131.0,3.0,-32.0,0.0,25,0.75,0.75,0.75,0.33,2399548.0,93874.95,25.561110818168213
3521,ES-CM,2020-08-03,76,76,0,0,0,Castilla - La Mancha,-2.0,4.0,56.0,-22.0,-32.0,3.0,25,0.75,1.0,0.75,0.75,2032863.0,79406.77,25.600625740097474
3522,ES-CN,2020-08-03,33,33,0,0,0,Canarias,-22.0,-12.0,2.0,-26.0,-37.0,7.0,25,0.7,1.0,0.75,0.7,2153389.0,7445.1,289.2357389423916
3523,ES-CT,2020-08-03,896,896,0,0,0,Cataluña,-8.0,2.0,54.0,-35.0,-45.0,8.0,25,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.0359415803333
3524,ES-EX,2020-08-03,19,19,0,0,0,Extremadura,-6.0,6.0,46.0,-2.0,-29.0,1.0,25,0.8,0.9,0.75,0.7,1067710.0,41635.33,25.64432658513815
3525,ES-GA,2020-08-03,58,58,0,0,0,Galicia,8.0,21.0,155.0,-4.0,-31.0,3.0,25,0.75,0.8,0.75,0.0,2699499.0,29576.44,91.27193806962569
3526,ES-IB,2020-08-03,146,146,0,0,0,Illes Balears,19.0,15.0,174.0,18.0,-26.0,4.0,25,0.75,1.0,0.75,0.75,1149460.0,4991.71,230.2737939503697
3527,ES-MC,2020-08-03,75,75,0,0,0,Murcia,-11.0,2.0,52.0,-15.0,-27.0,1.0,25,0.75,0.75,0.75,0.75,1493898.0,11313.87,132.04129091106756
3528,ES-MD,2020-08-03,899,899,0,0,0,Comunidad de Madrid,-28.0,-16.0,2.0,-45.0,-51.0,7.0,25,0.8,1.0,0.75,0.4,6663394.0,8021.6,830.6814101924803
3529,ES-ML,2020-08-03,4,4,0,0,0,Melilla,-7.0,-9.0,26.0,-26.0,-34.0,6.0,25,0.75,1.0,0.75,0.75,86487.0,14.24,6073.525280898876
3530,ES-NC,2020-08-03,106,106,0,0,0,Comunidad Foral de Navarra,3.0,9.0,97.0,-35.0,-38.0,4.0,25,0.75,1.0,0.75,0.75,654214.0,9801.01,66.74965131144647
3531,ES-PV,2020-08-03,406,406,0,0,0,País Vasco,-13.0,-4.0,51.0,-23.0,-44.0,3.0,25,1.0,1.0,1.0,0.6,2207776.0,7091.91,311.30908316659406
3532,ES-RI,2020-08-03,9,8,0,1,0,La Rioja,10.0,15.0,74.0,-4.0,-33.0,1.0,25,1.0,1.0,1.0,0.75,316798.0,5027.69,63.0106470367107
3533,ES-VC,2020-08-03,241,241,0,0,0,Comunitat Valenciana,3.0,7.0,99.0,-26.0,-35.0,4.0,25,0.75,1.0,0.75,0.33,5003769.0,23261.91,215.10568134774832
3534,ES-AN,2020-08-04,255,255,0,0,0,Andalucía,-2.0,0.0,70.0,-23.0,-34.0,3.0,25,0.75,1.0,0.75,0.5,8414240.0,87588.45,96.06563422460381
3535,ES-AR,2020-08-04,522,515,0,0,7,Aragón,-17.0,-7.0,97.0,-38.0,-39.0,6.0,25,0.75,1.0,0.75,0.75,1319291.0,47698.07,27.6592113685103
3536,ES-AS,2020-08-04,15,15,0,0,0,Principado de Asturias,5.0,13.0,263.0,-13.0,-29.0,0.0,25,1.0,1.0,0.5,0.5,1022800.0,10597.42,96.51405719505314
3537,ES-CB,2020-08-04,49,49,0,0,0,Cantabria,39.0,46.0,453.0,23.0,-27.0,2.0,25,0.75,0.75,0.75,0.33,581078.0,5261.12,110.44758530503012
3538,ES-CE,2020-08-04,0,0,0,0,0,Ceuta,-4.0,-7.0,21.0,-7.816326530612244,-33.0,2.0,25,0.75,0.75,0.75,0.33,84777.0,19.87,4266.582788122798
3539,ES-CL,2020-08-04,201,201,0,0,0,Castilla y León,5.0,10.0,132.0,-2.0,-32.0,0.0,25,0.75,0.75,0.75,0.33,2399548.0,93874.95,25.561110818168213
3540,ES-CM,2020-08-04,96,96,0,0,0,Castilla - La Mancha,-8.0,1.0,54.0,-25.0,-32.0,3.0,25,0.75,1.0,0.75,0.75,2032863.0,79406.77,25.600625740097474
3541,ES-CN,2020-08-04,53,53,0,0,0,Canarias,-23.0,-13.0,9.0,-28.0,-37.0,7.0,25,0.7,1.0,0.75,0.7,2153389.0,7445.1,289.2357389423916
3542,ES-CT,2020-08-04,987,985,0,2,0,Cataluña,-11.0,-2.0,61.0,-35.0,-45.0,9.0,25,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.0359415803333
3543,ES-EX,2020-08-04,16,16,0,0,0,Extremadura,-9.0,-4.0,54.0,-3.0,-32.0,2.0,25,0.8,0.9,0.75,0.7,1067710.0,41635.33,25.64432658513815
3544,ES-GA,2020-08-04,53,53,0,0,0,Galicia,2.0,12.0,202.0,-8.0,-31.0,2.0,25,0.75,0.8,0.75,0.0,2699499.0,29576.44,91.27193806962569
3545,ES-IB,2020-08-04,171,171,0,0,0,Illes Balears,15.0,11.0,160.0,12.0,-25.0,4.0,25,0.75,1.0,0.75,0.75,1149460.0,4991.71,230.2737939503697
3546,ES-MC,2020-08-04,94,94,0,0,0,Murcia,-11.0,0.0,75.0,-21.0,-34.0,3.0,25,0.75,0.75,0.75,0.75,1493898.0,11313.87,132.04129091106756
3547,ES-MD,2020-08-04,1069,1069,0,0,0,Comunidad de Madrid,-33.0,-21.0,-1.0,-47.0,-51.0,8.0,25,0.8,1.0,0.75,0.4,6663394.0,8021.6,830.6814101924803
3548,ES-ML,2020-08-04,5,5,0,0,0,Melilla,-13.0,-19.0,36.0,-20.0,-34.0,5.0,25,0.75,1.0,0.75,0.75,86487.0,14.24,6073.525280898876
3549,ES-NC,2020-08-04,85,85,0,0,0,Comunidad Foral de Navarra,-2.0,3.0,94.0,-35.0,-38.0,5.0,25,0.75,1.0,0.75,0.75,654214.0,9801.01,66.74965131144647
3550,ES-PV,2020-08-04,364,364,0,0,0,País Vasco,-15.0,-8.0,83.0,-25.0,-44.0,4.0,25,1.0,1.0,1.0,0.6,2207776.0,7091.91,311.30908316659406
3551,ES-RI,2020-08-04,7,7,0,0,0,La Rioja,4.0,10.0,65.0,1.0,-33.0,1.0,25,1.0,1.0,1.0,0.75,316798.0,5027.69,63.0106470367107
3552,ES-VC,2020-08-04,305,305,0,0,0,Comunitat Valenciana,1.0,5.0,119.0,-29.0,-35.0,4.0,25,0.75,1.0,0.75,0.33,5003769.0,23261.91,215.10568134774832
3553,ES-AN,2020-08-05,338,338,0,0,0,Andalucía,-1.0,-1.0,70.0,-25.0,-34.0,4.0,25,0.75,1.0,0.75,0.5,8414240.0,87588.45,96.06563422460381
3554,ES-AR,2020-08-05,425,414,0,0,11,Aragón,-17.0,-2.0,97.0,-36.0,-37.0,5.0,25,0.75,1.0,0.75,0.75,1319291.0,47698.07,27.6592113685103
3555,ES-AS,2020-08-05,41,41,0,0,0,Principado de Asturias,9.0,12.0,333.0,-11.0,-28.0,-1.0,25,1.0,1.0,0.5,0.5,1022800.0,10597.42,96.51405719505314
3556,ES-CB,2020-08-05,31,31,0,0,0,Cantabria,41.0,45.0,507.0,18.0,-26.0,1.0,25,0.75,0.75,0.75,0.33,581078.0,5261.12,110.44758530503012
3557,ES-CE,2020-08-05,0,0,0,0,0,Ceuta,-30.0,-45.0,34.0,-7.142857142857146,-61.0,2.5,25,0.75,0.75,0.75,0.33,84777.0,19.87,4266.582788122798
3558,ES-CL,2020-08-05,228,228,0,0,0,Castilla y León,4.0,10.0,129.0,-4.0,-32.0,1.0,25,0.75,0.75,0.75,0.33,2399548.0,93874.95,25.561110818168213
3559,ES-CM,2020-08-05,94,94,0,0,0,Castilla - La Mancha,-4.0,1.0,48.0,-26.0,-33.0,4.0,25,0.75,1.0,0.75,0.75,2032863.0,79406.77,25.600625740097474
3560,ES-CN,2020-08-05,69,69,0,0,0,Canarias,-19.0,-11.0,7.0,-27.0,-37.0,6.0,25,0.7,1.0,0.75,0.7,2153389.0,7445.1,289.2357389423916
3561,ES-CT,2020-08-05,983,981,0,2,0,Cataluña,-12.0,-3.0,67.0,-36.0,-45.0,8.0,25,1.0,1.0,1.0,1.0,7675217.0,32109.05,239.0359415803333
3562,ES-EX,2020-08-05,34,34,0,0,0,Extremadura,-7.0,2.0,43.0,-1.0,-30.0,2.0,25,0.8,0.9,0.75,0.7,1067710.0,41635.33,25.64432658513815
3563,ES-GA,2020-08-05,38,38,0,0,0,Galicia,0.0,11.0,190.0,-6.0,-31.0,2.0,25,0.75,0.8,0.75,0.0,2699499.0,29576.44,91.27193806962569
3564,ES-IB,2020-08-05,159,159,0,0,0,Illes Balears,11.0,7.0,206.0,9.0,-28.0,4.0,25,0.75,1.0,0.75,0.75,1149460.0,4991.71,230.2737939503697
3565,ES-MC,2020-08-05,61,61,0,0,0,Murcia,-10.0,1.0,76.0,-21.0,-33.0,2.0,25,0.75,0.75,0.75,0.75,1493898.0,11313.87,132.04129091106756
3566,ES-MD,2020-08-05,1042,1042,0,0,0,Comunidad de Madrid,-33.0,-21.0,-7.0,-49.0,-50.0,9.0,25,0.8,1.0,0.75,0.4,6663394.0,8021.6,830.6814101924803
