,ccaa_iso,fecha,casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida,ccaa_nombre,ocio,compra,parques,transporte,trabajo,residencial,reuniones,host_int,host_ext,aforo_comercial,ocio_nocturno,Pob,Sup,Densidad
899,ES-CM,2020-03-18,791,216,4,1,570,Castilla - La Mancha,-81.0,-31.0,-71.0,-75.0,-57.0,23.0,0,0.0,0.0,0.0,0.0,2032863.0,79406.77,25.600625740097474
900,ES-CN,2020-03-18,117,109,0,0,8,Canarias,-85.0,-45.0,-83.0,-67.0,-58.0,22.0,0,0.0,0.0,0.0,0.0,2153389.0,7445.1,289.2357389423916
901,ES-CT,2020-03-18,1683,1581,0,7,95,Cataluña,-84.0,-37.0,-72.0,-76.0,-62.0,29.0,0,0.0,0.0,0.0,0.0,7675217.0,32109.05,239.0359415803333
902,ES-EX,2020-03-18,127,105,21,0,1,Extremadura,-83.0,-47.0,-60.0,-72.0,-55.0,21.0,0,0.0,0.0,0.0,0.0,1067710.0,41635.33,25.64432658513815
903,ES-GA,2020-03-18,309,306,1,0,2,Galicia,-80.0,-26.0,-60.0,-74.0,-55.0,24.0,0,0.0,0.0,0.0,0.0,2699499.0,29576.44,91.27193806962569
904,ES-IB,2020-03-18,81,80,1,0,0,Illes Balears,-83.0,-39.0,-71.0,-70.0,-54.0,26.0,0,0.0,0.0,0.0,0.0,1149460.0,4991.71,230.2737939503697
905,ES-MC,2020-03-18,122,91,30,0,1,Murcia,-79.0,-26.0,-70.0,-69.0,-52.0,22.0,0,0.0,0.0,0.0,0.0,1493898.0,11313.87,132.04129091106756
906,ES-MD,2020-03-18,2652,2641,0,0,11,Comunidad de Madrid,-86.0,-39.0,-82.0,-81.0,-71.0,33.0,0,0.0,0.0,0.0,0.0,6663394.0,8021.6,830.6814101924803
907,ES-ML,2020-03-18,6,5,0,0,1,Melilla,-86.0,-47.0,-82.0,-75.0,-64.0,-0.20000000000000018,0,0.0,0.0,0.0,0.0,86487.0,14.24,6073.525280898876
908,ES-NC,2020-03-18,250,176,74,0,0,Comunidad Foral de Navarra,-82.0,-23.0,-70.0,-80.0,-54.0,25.0,0,0.0,0.0,0.0,0.0,654214.0,9801.01,66.74965131144647
909,ES-PV,2020-03-18,553,544,0,0,9,País Vasco,-83.0,-22.0,-74.0,-73.0,-56.0,26.0,0,0.0,0.0,0.0,0.0,2207776.0,7091.91,311.30908316659406
910,ES-RI,2020-03-18,143,142,1,0,0,La Rioja,-83.0,-39.0,-71.0,-77.0,-50.0,24.0,0,0.0,0.0,0.0,0.0,316798.0,5027.69,63.0106470367107
911,ES-VC,2020-03-18,535,481,43,0,11,Comunitat Valenciana,-83.0,-26.0,-74.0,-77.0,-59.0,25.0,0,0.0,0.0,0.0,0.0,5003769.0,23261.91,215.10568134774832
912,ES-AN,2020-03-19,556,522,34,0,0,Andalucía,-85.0,-48.0,-75.0,-78.0,-63.0,26.0,0,0.0,0.0,0.0,0.0,8414240.0,87588.45,96.06563422460381
913,ES-AR,2020-03-19,168,168,0,0,0,Aragón,-83.0,-41.0,-65.0,-78.0,-58.0,26.0,0,0.0,0.0,0.0,0.0,1319291.0,47698.07,27.6592113685103
914,ES-AS,2020-03-19,101,101,0,0,0,Principado de Asturias,-86.0,-42.0,-70.0,-68.0,-61.0,26.0,0,0.0,0.0,0.0,0.0,1022800.0,10597.42,96.51405719505314
915,ES-CB,2020-03-19,177,177,0,0,0,Cantabria,-85.0,-45.0,-71.0,-77.0,-62.0,28.0,0,0.0,0.0,0.0,0.0,581078.0,5261.12,110.44758530503012
916,ES-CE,2020-03-19,5,0,2,0,3,Ceuta,-84.0,-62.0,-82.0,-59.0,-63.0,4.657534246575342,0,0.0,0.0,0.0,0.0,84777.0,19.87,4266.582788122798
917,ES-CL,2020-03-19,867,800,67,0,0,Castilla y León,-85.0,-45.0,-67.0,-77.0,-59.0,25.0,0,0.0,0.0,0.0,0.0,2399548.0,93874.95,25.561110818168213
918,ES-CM,2020-03-19,745,242,3,2,498,Castilla - La Mancha,-91.0,-88.0,-77.0,-85.0,-79.0,33.0,0,0.0,0.0,0.0,0.0,2032863.0,79406.77,25.600625740097474
919,ES-CN,2020-03-19,78,70,0,0,8,Canarias,-86.0,-49.0,-84.0,-68.0,-60.0,24.0,0,0.0,0.0,0.0,0.0,2153389.0,7445.1,289.2357389423916
920,ES-CT,2020-03-19,1608,1522,0,5,81,Cataluña,-85.0,-41.0,-75.0,-77.0,-64.0,31.0,0,0.0,0.0,0.0,0.0,7675217.0,32109.05,239.0359415803333
921,ES-EX,2020-03-19,126,103,23,0,0,Extremadura,-84.0,-50.0,-62.0,-74.0,-58.0,22.0,0,0.0,0.0,0.0,0.0,1067710.0,41635.33,25.64432658513815
922,ES-GA,2020-03-19,294,290,4,0,0,Galicia,-92.0,-91.0,-72.0,-88.0,-85.0,36.0,0,0.0,0.0,0.0,0.0,2699499.0,29576.44,91.27193806962569
923,ES-IB,2020-03-19,105,102,2,0,1,Illes Balears,-84.0,-43.0,-73.0,-75.0,-57.0,28.0,0,0.0,0.0,0.0,0.0,1149460.0,4991.71,230.2737939503697
924,ES-MC,2020-03-19,120,80,40,0,0,Murcia,-92.0,-88.0,-83.0,-84.0,-85.0,36.0,0,0.0,0.0,0.0,0.0,1493898.0,11313.87,132.04129091106756
925,ES-MD,2020-03-19,2441,2432,0,0,9,Comunidad de Madrid,-87.0,-41.0,-83.0,-82.0,-73.0,35.0,0,0.0,0.0,0.0,0.0,6663394.0,8021.6,830.6814101924803
926,ES-ML,2020-03-19,6,3,1,0,2,Melilla,-87.0,-55.0,-81.0,-78.0,-65.0,0.10000000000000009,0,0.0,0.0,0.0,0.0,86487.0,14.24,6073.525280898876
927,ES-NC,2020-03-19,233,153,80,0,0,Comunidad Foral de Navarra,-92.0,-89.0,-79.0,-88.0,-86.0,36.0,0,0.0,0.0,0.0,0.0,654214.0,9801.01,66.74965131144647
928,ES-PV,2020-03-19,467,450,0,0,17,País Vasco,-94.0,-91.0,-86.0,-87.0,-90.0,39.0,0,0.0,0.0,0.0,0.0,2207776.0,7091.91,311.30908316659406
929,ES-RI,2020-03-19,168,167,1,0,0,La Rioja,-84.0,-42.0,-72.0,-80.0,-56.0,26.0,0,0.0,0.0,0.0,0.0,316798.0,5027.69,63.0106470367107
930,ES-VC,2020-03-19,495,456,33,0,6,Comunitat Valenciana,-94.0,-92.0,-86.0,-88.0,-88.0,37.0,0,0.0,0.0,0.0,0.0,5003769.0,23261.91,215.10568134774832
931,ES-AN,2020-03-20,795,748,47,0,0,Andalucía,-87.0,-48.0,-78.0,-81.0,-63.0,30.0,0,0.0,0.0,0.0,0.0,8414240.0,87588.45,96.06563422460381
932,ES-AR,2020-03-20,241,241,0,0,0,Aragón,-86.0,-41.0,-69.0,-80.0,-59.0,30.0,0,0.0,0.0,0.0,0.0,1319291.0,47698.07,27.6592113685103
933,ES-AS,2020-03-20,83,83,0,0,0,Principado de Asturias,-88.0,-40.0,-75.0,-70.0,-62.0,30.0,0,0.0,0.0,0.0,0.0,1022800.0,10597.42,96.51405719505314
934,ES-CB,2020-03-20,143,143,0,0,0,Cantabria,-87.0,-41.0,-77.0,-78.0,-61.0,31.0,0,0.0,0.0,0.0,0.0,581078.0,5261.12,110.44758530503012
935,ES-CE,2020-03-20,7,0,1,0,6,Ceuta,-86.0,-62.0,-85.0,-59.61764705882353,-65.0,4.767123287671232,0,0.0,0.0,0.0,0.0,84777.0,19.87,4266.582788122798
936,ES-CL,2020-03-20,955,830,125,0,0,Castilla y León,-87.0,-46.0,-74.0,-81.0,-60.0,30.0,0,0.0,0.0,0.0,0.0,2399548.0,93874.95,25.561110818168213
937,ES-CM,2020-03-20,935,309,8,6,612,Castilla - La Mancha,-85.0,-31.0,-75.0,-80.0,-64.0,31.0,0,0.0,0.0,0.0,0.0,2032863.0,79406.77,25.600625740097474
938,ES-CN,2020-03-20,117,111,0,0,6,Canarias,-87.0,-48.0,-85.0,-71.0,-61.0,27.0,0,0.0,0.0,0.0,0.0,2153389.0,7445.1,289.2357389423916
939,ES-CT,2020-03-20,1896,1790,0,7,99,Cataluña,-87.0,-41.0,-77.0,-79.0,-65.0,34.0,0,0.0,0.0,0.0,0.0,7675217.0,32109.05,239.0359415803333
940,ES-EX,2020-03-20,173,140,33,0,0,Extremadura,-87.0,-51.0,-73.0,-79.0,-59.0,27.0,0,0.0,0.0,0.0,0.0,1067710.0,41635.33,25.64432658513815
941,ES-GA,2020-03-20,470,462,4,0,4,Galicia,-84.0,-29.0,-74.0,-79.0,-65.0,34.0,0,0.0,0.0,0.0,0.0,2699499.0,29576.44,91.27193806962569
942,ES-IB,2020-03-20,97,95,2,0,0,Illes Balears,-85.0,-41.0,-77.0,-76.0,-57.0,29.0,0,0.0,0.0,0.0,0.0,1149460.0,4991.71,230.2737939503697
943,ES-MC,2020-03-20,122,86,36,0,0,Murcia,-83.0,-27.0,-78.0,-74.0,-62.0,30.0,0,0.0,0.0,0.0,0.0,1493898.0,11313.87,132.04129091106756
944,ES-MD,2020-03-20,3113,3108,1,0,4,Comunidad de Madrid,-89.0,-43.0,-86.0,-83.0,-73.0,38.0,0,0.0,0.0,0.0,0.0,6663394.0,8021.6,830.6814101924803
945,ES-ML,2020-03-20,4,4,0,0,0,Melilla,-88.0,-52.0,-84.0,-86.0,-65.0,0.3999999999999999,0,0.0,0.0,0.0,0.0,86487.0,14.24,6073.525280898876
946,ES-NC,2020-03-20,328,229,98,0,1,Comunidad Foral de Navarra,-87.0,-24.0,-79.0,-83.0,-69.0,34.0,0,0.0,0.0,0.0,0.0,654214.0,9801.01,66.74965131144647
947,ES-PV,2020-03-20,613,583,0,0,30,País Vasco,-87.0,-28.0,-81.0,-78.0,-73.0,35.0,0,0.0,0.0,0.0,0.0,2207776.0,7091.91,311.30908316659406
948,ES-RI,2020-03-20,191,190,1,0,0,La Rioja,-87.0,-41.0,-79.0,-84.0,-58.0,30.0,0,0.0,0.0,0.0,0.0,316798.0,5027.69,63.0106470367107
949,ES-VC,2020-03-20,573,510,59,0,4,Comunitat Valenciana,-86.0,-30.0,-80.0,-81.0,-68.0,32.0,0,0.0,0.0,0.0,0.0,5003769.0,23261.91,215.10568134774832
950,ES-AN,2020-03-21,544,517,26,0,1,Andalucía,-92.0,-57.0,-87.0,-85.0,-63.0,26.0,0,0.0,0.0,0.0,0.0,8414240.0,87588.45,96.06563422460381
951,ES-AR,2020-03-21,177,177,0,0,0,Aragón,-91.0,-52.0,-80.0,-86.0,-62.0,25.0,0,0.0,0.0,0.0,0.0,1319291.0,47698.07,27.6592113685103
952,ES-AS,2020-03-21,68,68,0,0,0,Principado de Asturias,-92.0,-49.0,-84.0,-75.0,-61.0,26.0,0,0.0,0.0,0.0,0.0,1022800.0,10597.42,96.51405719505314
953,ES-CB,2020-03-21,99,99,0,0,0,Cantabria,-92.0,-54.0,-88.0,-83.0,-60.0,27.0,0,0.0,0.0,0.0,0.0,581078.0,5261.12,110.44758530503012
954,ES-CE,2020-03-21,7,0,1,0,6,Ceuta,-88.0,-65.0,-88.0,-60.23529411764706,-66.0,4.876712328767123,0,0.0,0.0,0.0,0.0,84777.0,19.87,4266.582788122798
955,ES-CL,2020-03-21,765,696,69,0,0,Castilla y León,-92.0,-55.0,-84.0,-84.0,-60.0,24.0,0,0.0,0.0,0.0,0.0,2399548.0,93874.95,25.561110818168213
956,ES-CM,2020-03-21,623,199,5,1,418,Castilla - La Mancha,-91.0,-54.0,-86.0,-83.0,-61.0,26.0,0,0.0,0.0,0.0,0.0,2032863.0,79406.77,25.600625740097474
957,ES-CN,2020-03-21,86,77,0,0,9,Canarias,-91.0,-55.0,-90.0,-78.0,-61.0,24.0,0,0.0,0.0,0.0,0.0,2153389.0,7445.1,289.2357389423916
958,ES-CT,2020-03-21,1457,1386,0,8,63,Cataluña,-92.0,-52.0,-86.0,-83.0,-64.0,26.0,0,0.0,0.0,0.0,0.0,7675217.0,32109.05,239.0359415803333
959,ES-EX,2020-03-21,131,111,20,0,0,Extremadura,-91.0,-56.0,-79.0,-82.0,-58.0,24.0,0,0.0,0.0,0.0,0.0,1067710.0,41635.33,25.64432658513815
960,ES-GA,2020-03-21,276,272,1,0,3,Galicia,-89.0,-51.0,-82.0,-83.0,-57.0,27.0,0,0.0,0.0,0.0,0.0,2699499.0,29576.44,91.27193806962569
961,ES-IB,2020-03-21,62,61,1,0,0,Illes Balears,-90.0,-53.0,-87.0,-82.0,-62.0,28.0,0,0.0,0.0,0.0,0.0,1149460.0,4991.71,230.2737939503697
962,ES-MC,2020-03-21,83,67,15,0,1,Murcia,-90.0,-51.0,-86.0,-80.0,-57.0,26.0,0,0.0,0.0,0.0,0.0,1493898.0,11313.87,132.04129091106756
963,ES-MD,2020-03-21,1926,1922,1,0,3,Comunidad de Madrid,-93.0,-55.0,-92.0,-87.0,-66.0,26.0,0,0.0,0.0,0.0,0.0,6663394.0,8021.6,830.6814101924803
964,ES-ML,2020-03-21,3,1,0,0,2,Melilla,-90.0,-59.0,-87.0,-85.0,-61.0,0.6999999999999997,0,0.0,0.0,0.0,0.0,86487.0,14.24,6073.525280898876
965,ES-NC,2020-03-21,206,152,54,0,0,Comunidad Foral de Navarra,-92.0,-49.0,-86.0,-88.0,-61.0,28.0,0,0.0,0.0,0.0,0.0,654214.0,9801.01,66.74965131144647
966,ES-PV,2020-03-21,433,423,0,0,10,País Vasco,-93.0,-50.0,-89.0,-84.0,-65.0,27.0,0,0.0,0.0,0.0,0.0,2207776.0,7091.91,311.30908316659406
967,ES-RI,2020-03-21,133,133,0,0,0,La Rioja,-92.0,-51.0,-86.0,-86.0,-64.0,27.0,0,0.0,0.0,0.0,0.0,316798.0,5027.69,63.0106470367107
968,ES-VC,2020-03-21,452,412,32,0,8,Comunitat Valenciana,-92.0,-53.0,-87.0,-86.0,-63.0,27.0,0,0.0,0.0,0.0,0.0,5003769.0,23261.91,215.10568134774832
969,ES-AN,2020-03-22,523,489,34,0,0,Andalucía,-94.0,-78.0,-90.0,-88.0,-67.0,22.0,0,0.0,0.0,0.0,0.0,8414240.0,87588.45,96.06563422460381
970,ES-AR,2020-03-22,164,164,0,0,0,Aragón,-92.0,-72.0,-85.0,-89.0,-66.0,21.0,0,0.0,0.0,0.0,0.0,1319291.0,47698.07,27.6592113685103
971,ES-AS,2020-03-22,75,75,0,0,0,Principado de Asturias,-94.0,-75.0,-87.0,-80.0,-64.0,24.0,0,0.0,0.0,0.0,0.0,1022800.0,10597.42,96.51405719505314
972,ES-CB,2020-03-22,84,84,0,0,0,Cantabria,-94.0,-73.0,-92.0,-87.0,-63.0,23.0,0,0.0,0.0,0.0,0.0,581078.0,5261.12,110.44758530503012
973,ES-CE,2020-03-22,7,0,0,0,7,Ceuta,-87.0,-78.0,-89.0,-60.852941176470594,-64.0,4.986301369863014,0,0.0,0.0,0.0,0.0,84777.0,19.87,4266.582788122798
974,ES-CL,2020-03-22,708,632,76,0,0,Castilla y León,-94.0,-76.0,-84.0,-88.0,-64.0,23.0,0,0.0,0.0,0.0,0.0,2399548.0,93874.95,25.561110818168213
975,ES-CM,2020-03-22,663,178,12,0,473,Castilla - La Mancha,-93.0,-75.0,-86.0,-89.0,-65.0,22.0,0,0.0,0.0,0.0,0.0,2032863.0,79406.77,25.600625740097474
976,ES-CN,2020-03-22,75,73,0,0,2,Canarias,-93.0,-72.0,-92.0,-83.0,-63.0,20.0,0,0.0,0.0,0.0,0.0,2153389.0,7445.1,289.2357389423916
977,ES-CT,2020-03-22,1309,1235,0,0,74,Cataluña,-94.0,-72.0,-90.0,-87.0,-65.0,22.0,0,0.0,0.0,0.0,0.0,7675217.0,32109.05,239.0359415803333
978,ES-EX,2020-03-22,131,116,15,0,0,Extremadura,-93.0,-70.0,-80.0,-87.0,-61.0,22.0,0,0.0,0.0,0.0,0.0,1067710.0,41635.33,25.64432658513815
979,ES-GA,2020-03-22,250,249,1,0,0,Galicia,-92.0,-76.0,-83.0,-87.0,-60.0,24.0,0,0.0,0.0,0.0,0.0,2699499.0,29576.44,91.27193806962569
980,ES-IB,2020-03-22,91,90,0,0,1,Illes Balears,-93.0,-67.0,-91.0,-88.0,-65.0,22.0,0,0.0,0.0,0.0,0.0,1149460.0,4991.71,230.2737939503697
981,ES-MC,2020-03-22,79,64,15,0,0,Murcia,-95.0,-86.0,-92.0,-87.0,-65.0,25.0,0,0.0,0.0,0.0,0.0,1493898.0,11313.87,132.04129091106756
982,ES-MD,2020-03-22,1659,1647,1,0,11,Comunidad de Madrid,-93.0,-66.0,-92.0,-88.0,-66.0,23.0,0,0.0,0.0,0.0,0.0,6663394.0,8021.6,830.6814101924803
983,ES-ML,2020-03-22,5,4,0,0,1,Melilla,-92.0,-86.0,-90.0,-84.0,-59.0,1.0,0,0.0,0.0,0.0,0.0,86487.0,14.24,6073.525280898876
984,ES-NC,2020-03-22,194,141,53,0,0,Comunidad Foral de Navarra,-92.0,-73.0,-87.0,-89.0,-64.0,23.0,0,0.0,0.0,0.0,0.0,654214.0,9801.01,66.74965131144647
985,ES-PV,2020-03-22,394,384,0,0,10,País Vasco,-94.0,-75.0,-92.0,-87.0,-66.0,23.0,0,0.0,0.0,0.0,0.0,2207776.0,7091.91,311.30908316659406
986,ES-RI,2020-03-22,108,108,0,0,0,La Rioja,-94.0,-71.0,-89.0,-89.0,-66.0,23.0,0,0.0,0.0,0.0,0.0,316798.0,5027.69,63.0106470367107
987,ES-VC,2020-03-22,397,362,30,0,5,Comunitat Valenciana,-95.0,-83.0,-93.0,-90.0,-68.0,23.0,0,0.0,0.0,0.0,0.0,5003769.0,23261.91,215.10568134774832
988,ES-AN,2020-03-23,562,535,27,0,0,Andalucía,-85.0,-50.0,-77.0,-81.0,-65.0,26.0,0,0.0,0.0,0.0,0.0,8414240.0,87588.45,96.06563422460381
989,ES-AR,2020-03-23,265,265,0,0,0,Aragón,-83.0,-42.0,-67.0,-78.0,-60.0,26.0,0,0.0,0.0,0.0,0.0,1319291.0,47698.07,27.6592113685103
990,ES-AS,2020-03-23,70,70,0,0,0,Principado de Asturias,-86.0,-46.0,-73.0,-69.0,-62.0,25.0,0,0.0,0.0,0.0,0.0,1022800.0,10597.42,96.51405719505314
991,ES-CB,2020-03-23,87,87,0,0,0,Cantabria,-85.0,-44.0,-76.0,-79.0,-61.0,26.0,0,0.0,0.0,0.0,0.0,581078.0,5261.12,110.44758530503012
992,ES-CE,2020-03-23,9,0,6,0,3,Ceuta,-82.0,-64.0,-84.0,-61.470588235294116,-67.0,5.095890410958904,0,0.0,0.0,0.0,0.0,84777.0,19.87,4266.582788122798
993,ES-CL,2020-03-23,770,665,105,0,0,Castilla y León,-85.0,-48.0,-67.0,-78.0,-60.0,24.0,0,0.0,0.0,0.0,0.0,2399548.0,93874.95,25.561110818168213
994,ES-CM,2020-03-23,756,248,13,1,494,Castilla - La Mancha,-82.0,-43.0,-74.0,-80.0,-60.0,26.0,0,0.0,0.0,0.0,0.0,2032863.0,79406.77,25.600625740097474
995,ES-CN,2020-03-23,97,91,0,0,6,Canarias,-86.0,-53.0,-86.0,-79.0,-64.0,24.0,0,0.0,0.0,0.0,0.0,2153389.0,7445.1,289.2357389423916
996,ES-CT,2020-03-23,1509,1405,0,11,93,Cataluña,-87.0,-47.0,-80.0,-82.0,-68.0,31.0,0,0.0,0.0,0.0,0.0,7675217.0,32109.05,239.0359415803333
997,ES-EX,2020-03-23,245,209,36,0,0,Extremadura,-84.0,-49.0,-64.0,-76.0,-59.0,21.0,0,0.0,0.0,0.0,0.0,1067710.0,41635.33,25.64432658513815
998,ES-GA,2020-03-23,383,377,4,0,2,Galicia,-82.0,-42.0,-63.0,-78.0,-58.0,26.0,0,0.0,0.0,0.0,0.0,2699499.0,29576.44,91.27193806962569
999,ES-IB,2020-03-23,82,79,3,0,0,Illes Balears,-84.0,-45.0,-74.0,-79.0,-61.0,28.0,0,0.0,0.0,0.0,0.0,1149460.0,4991.71,230.2737939503697
1000,ES-MC,2020-03-23,128,100,28,0,0,Murcia,-81.0,-40.0,-79.0,-74.0,-54.0,24.0,0,0.0,0.0,0.0,0.0,1493898.0,11313.87,132.04129091106756
1001,ES-MD,2020-03-23,2135,2130,0,0,5,Comunidad de Madrid,-86.0,-47.0,-85.0,-83.0,-75.0,33.0,0,0.0,0.0,0.0,0.0,6663394.0,8021.6,830.6814101924803
1002,ES-ML,2020-03-23,5,4,0,0,1,Melilla,-84.0,-51.0,-79.0,-83.0,-64.0,1.2999999999999998,0,0.0,0.0,0.0,0.0,86487.0,14.24,6073.525280898876
1003,ES-NC,2020-03-23,242,161,81,0,0,Comunidad Foral de Navarra,-83.0,-38.0,-71.0,-81.0,-57.0,25.0,0,0.0,0.0,0.0,0.0,654214.0,9801.01,66.74965131144647
1004,ES-PV,2020-03-23,483,460,0,0,23,País Vasco,-85.0,-39.0,-82.0,-77.0,-60.0,26.0,0,0.0,0.0,0.0,0.0,2207776.0,7091.91,311.30908316659406
1005,ES-RI,2020-03-23,158,155,3,0,0,La Rioja,-83.0,-41.0,-72.0,-81.0,-54.0,24.0,0,0.0,0.0,0.0,0.0,316798.0,5027.69,63.0106470367107
1006,ES-VC,2020-03-23,485,431,51,0,3,Comunitat Valenciana,-85.0,-45.0,-80.0,-82.0,-61.0,27.0,0,0.0,0.0,0.0,0.0,5003769.0,23261.91,215.10568134774832
1007,ES-AN,2020-03-24,492,463,29,0,0,Andalucía,-87.0,-54.0,-78.0,-83.0,-67.0,27.0,0,0.0,0.0,0.0,0.0,8414240.0,87588.45,96.06563422460381
1008,ES-AR,2020-03-24,192,192,0,0,0,Aragón,-85.0,-49.0,-66.0,-80.0,-62.0,27.0,0,0.0,0.0,0.0,0.0,1319291.0,47698.07,27.6592113685103
1009,ES-AS,2020-03-24,58,58,0,0,0,Principado de Asturias,-88.0,-49.0,-72.0,-69.0,-64.0,25.0,0,0.0,0.0,0.0,0.0,1022800.0,10597.42,96.51405719505314
1010,ES-CB,2020-03-24,57,57,0,0,0,Cantabria,-87.0,-49.0,-75.0,-78.0,-63.0,27.0,0,0.0,0.0,0.0,0.0,581078.0,5261.12,110.44758530503012
1011,ES-CE,2020-03-24,8,0,0,0,8,Ceuta,-87.0,-71.0,-89.0,-62.08823529411765,-68.0,5.205479452054794,0,0.0,0.0,0.0,0.0,84777.0,19.87,4266.582788122798
1012,ES-CL,2020-03-24,664,556,106,1,1,Castilla y León,-86.0,-52.0,-69.0,-80.0,-62.0,25.0,0,0.0,0.0,0.0,0.0,2399548.0,93874.95,25.561110818168213
1013,ES-CM,2020-03-24,647,249,17,1,380,Castilla - La Mancha,-85.0,-50.0,-76.0,-80.0,-62.0,26.0,0,0.0,0.0,0.0,0.0,2032863.0,79406.77,25.600625740097474
1014,ES-CN,2020-03-24,63,59,0,0,4,Canarias,-87.0,-54.0,-86.0,-79.0,-66.0,25.0,0,0.0,0.0,0.0,0.0,2153389.0,7445.1,289.2357389423916
1015,ES-CT,2020-03-24,1411,1333,0,1,77,Cataluña,-87.0,-46.0,-79.0,-81.0,-69.0,33.0,0,0.0,0.0,0.0,0.0,7675217.0,32109.05,239.0359415803333
1016,ES-EX,2020-03-24,160,137,23,0,0,Extremadura,-85.0,-56.0,-64.0,-77.0,-61.0,23.0,0,0.0,0.0,0.0,0.0,1067710.0,41635.33,25.64432658513815
1017,ES-GA,2020-03-24,295,291,1,0,3,Galicia,-83.0,-46.0,-63.0,-79.0,-60.0,27.0,0,0.0,0.0,0.0,0.0,2699499.0,29576.44,91.27193806962569
1018,ES-IB,2020-03-24,66,65,1,0,0,Illes Balears,-86.0,-51.0,-77.0,-80.0,-64.0,29.0,0,0.0,0.0,0.0,0.0,1149460.0,4991.71,230.2737939503697
1019,ES-MC,2020-03-24,78,61,17,0,0,Murcia,-86.0,-55.0,-85.0,-80.0,-63.0,29.0,0,0.0,0.0,0.0,0.0,1493898.0,11313.87,132.04129091106756
1020,ES-MD,2020-03-24,1995,1988,1,0,6,Comunidad de Madrid,-88.0,-50.0,-86.0,-84.0,-76.0,35.0,0,0.0,0.0,0.0,0.0,6663394.0,8021.6,830.6814101924803
1021,ES-ML,2020-03-24,1,1,0,0,0,Melilla,-87.0,-58.0,-82.0,-80.5,-67.0,1.5999999999999996,0,0.0,0.0,0.0,0.0,86487.0,14.24,6073.525280898876
1022,ES-NC,2020-03-24,278,198,80,0,0,Comunidad Foral de Navarra,-85.0,-47.0,-73.0,-82.0,-60.0,27.0,0,0.0,0.0,0.0,0.0,654214.0,9801.01,66.74965131144647
1023,ES-PV,2020-03-24,396,377,0,0,19,País Vasco,-87.0,-45.0,-79.0,-78.0,-63.0,29.0,0,0.0,0.0,0.0,0.0,2207776.0,7091.91,311.30908316659406
1024,ES-RI,2020-03-24,118,118,0,0,0,La Rioja,-85.0,-50.0,-75.0,-81.0,-56.0,24.0,0,0.0,0.0,0.0,0.0,316798.0,5027.69,63.0106470367107
1025,ES-VC,2020-03-24,340,306,27,0,7,Comunitat Valenciana,-87.0,-53.0,-83.0,-84.0,-64.0,28.0,0,0.0,0.0,0.0,0.0,5003769.0,23261.91,215.10568134774832
1026,ES-AN,2020-03-25,522,487,34,0,1,Andalucía,-87.0,-55.0,-78.0,-83.0,-68.0,28.0,0,0.0,0.0,0.0,0.0,8414240.0,87588.45,96.06563422460381
1027,ES-AR,2020-03-25,189,188,0,0,1,Aragón,-86.0,-48.0,-68.0,-81.0,-62.0,27.0,0,0.0,0.0,0.0,0.0,1319291.0,47698.07,27.6592113685103
1028,ES-AS,2020-03-25,57,57,0,0,0,Principado de Asturias,-87.0,-50.0,-69.0,-69.0,-64.0,26.0,0,0.0,0.0,0.0,0.0,1022800.0,10597.42,96.51405719505314
1029,ES-CB,2020-03-25,57,57,0,0,0,Cantabria,-87.0,-50.0,-75.0,-80.0,-63.0,28.0,0,0.0,0.0,0.0,0.0,581078.0,5261.12,110.44758530503012
1030,ES-CE,2020-03-25,9,1,2,0,6,Ceuta,-85.0,-64.0,-86.0,-62.705882352941174,-69.0,5.315068493150685,0,0.0,0.0,0.0,0.0,84777.0,19.87,4266.582788122798
1031,ES-CL,2020-03-25,694,597,97,0,0,Castilla y León,-87.0,-54.0,-68.0,-80.0,-63.0,26.0,0,0.0,0.0,0.0,0.0,2399548.0,93874.95,25.561110818168213
1032,ES-CM,2020-03-25,665,241,20,3,401,Castilla - La Mancha,-85.0,-52.0,-75.0,-80.0,-63.0,27.0,0,0.0,0.0,0.0,0.0,2032863.0,79406.77,25.600625740097474
1033,ES-CN,2020-03-25,55,54,0,0,1,Canarias,-87.0,-55.0,-86.0,-79.0,-67.0,26.0,0,0.0,0.0,0.0,0.0,2153389.0,7445.1,289.2357389423916
1034,ES-CT,2020-03-25,1323,1250,0,3,70,Cataluña,-88.0,-48.0,-80.0,-82.0,-70.0,33.0,0,0.0,0.0,0.0,0.0,7675217.0,32109.05,239.0359415803333
1035,ES-EX,2020-03-25,153,121,32,0,0,Extremadura,-86.0,-56.0,-64.0,-77.0,-61.0,23.0,0,0.0,0.0,0.0,0.0,1067710.0,41635.33,25.64432658513815
1036,ES-GA,2020-03-25,288,283,4,0,1,Galicia,-84.0,-49.0,-66.0,-79.0,-61.0,28.0,0,0.0,0.0,0.0,0.0,2699499.0,29576.44,91.27193806962569
1037,ES-IB,2020-03-25,84,80,3,0,1,Illes Balears,-86.0,-52.0,-76.0,-81.0,-64.0,30.0,0,0.0,0.0,0.0,0.0,1149460.0,4991.71,230.2737939503697
1038,ES-MC,2020-03-25,84,65,17,0,2,Murcia,-83.0,-44.0,-76.0,-75.0,-60.0,27.0,0,0.0,0.0,0.0,0.0,1493898.0,11313.87,132.04129091106756
